Run,Model,Location,Intensity,Direction,Value,Occlusions
10,Baseline,center,Medium,xz+,0.160997, 2 
1,Displacement,center,Strong,xz+,0.090942, 2 
1,Extrapolation,center,Strong,xz+,0.083409, 2 
1,Spring,center,Strong,xz+,0.173209, 2 
1,Baseline,center,Strong,xz+,0.170411, 2 
2,Displacement,center,Strong,xz+,0.094898, 2 
2,Extrapolation,center,Strong,xz+,0.084711, 2 
2,Spring,center,Strong,xz+,0.179129, 2 
2,Baseline,center,Strong,xz+,0.179565, 2 
3,Displacement,center,Strong,xz+,0.095853, 2 
3,Extrapolation,center,Strong,xz+,0.086532, 2 
3,Spring,center,Strong,xz+,0.181826, 2 
3,Baseline,center,Strong,xz+,0.183810, 2 
4,Displacement,center,Strong,xz+,0.101362, 2 
4,Extrapolation,center,Strong,xz+,0.090316, 2 
4,Spring,center,Strong,xz+,0.186686, 2 
4,Baseline,center,Strong,xz+,0.193539, 2 
5,Displacement,center,Strong,xz+,0.106045, 2 
5,Extrapolation,center,Strong,xz+,0.091760, 2 
5,Spring,center,Strong,xz+,0.190986, 2 
5,Baseline,center,Strong,xz+,0.201806, 2 
6,Displacement,center,Strong,xz+,0.110857, 2 
6,Extrapolation,center,Strong,xz+,0.096705, 2 
6,Spring,center,Strong,xz+,0.195779, 2 
6,Baseline,center,Strong,xz+,0.210012, 2 
7,Displacement,center,Strong,xz+,0.111966, 2 
7,Extrapolation,center,Strong,xz+,0.095352, 2 
7,Spring,center,Strong,xz+,0.197695, 2 
7,Baseline,center,Strong,xz+,0.214640, 2 
8,Displacement,center,Strong,xz+,0.116384, 2 
8,Extrapolation,center,Strong,xz+,0.101451, 2 
8,Spring,center,Strong,xz+,0.202766, 2 
8,Baseline,center,Strong,xz+,0.222210, 2 
9,Displacement,center,Strong,xz+,0.116306, 2 
9,Extrapolation,center,Strong,xz+,0.096659, 2 
9,Spring,center,Strong,xz+,0.202690, 2 
9,Baseline,center,Strong,xz+,0.225721, 2 
10,Displacement,center,Strong,xz+,0.117562, 2 
10,Extrapolation,center,Strong,xz+,0.100672, 2 
10,Spring,center,Strong,xz+,0.204640, 2 
10,Baseline,center,Strong,xz+,0.230239, 2 
2,Displacement,center,Light,xz-,0.005497, 2 
2,Extrapolation,center,Light,xz-,0.021339, 2 
2,Spring,center,Light,xz-,0.037791, 2 
2,Baseline,center,Light,xz-,0.006596, 2 
3,Displacement,center,Light,xz-,0.007760, 2 
3,Extrapolation,center,Light,xz-,0.020237, 2 
3,Spring,center,Light,xz-,0.033369, 2 
3,Baseline,center,Light,xz-,0.010209, 2 
4,Displacement,center,Light,xz-,0.013234, 2 
4,Extrapolation,center,Light,xz-,0.024794, 2 
4,Spring,center,Light,xz-,0.030886, 2 
4,Baseline,center,Light,xz-,0.015660, 2 
5,Displacement,center,Light,xz-,0.015045, 2 
5,Extrapolation,center,Light,xz-,0.023943, 2 
5,Spring,center,Light,xz-,0.029127, 2 
5,Baseline,center,Light,xz-,0.023362, 2 
6,Displacement,center,Light,xz-,0.015280, 2 
6,Extrapolation,center,Light,xz-,0.024146, 2 
6,Spring,center,Light,xz-,0.028596, 2 
6,Baseline,center,Light,xz-,0.030795, 2 
7,Displacement,center,Light,xz-,0.018392, 2 
7,Extrapolation,center,Light,xz-,0.024588, 2 
7,Spring,center,Light,xz-,0.029186, 2 
7,Baseline,center,Light,xz-,0.039332, 2 
8,Displacement,center,Light,xz-,0.020051, 2 
8,Extrapolation,center,Light,xz-,0.022783, 2 
8,Spring,center,Light,xz-,0.028194, 2 
8,Baseline,center,Light,xz-,0.044817, 2 
9,Displacement,center,Light,xz-,0.019682, 2 
9,Extrapolation,center,Light,xz-,0.024307, 2 
9,Spring,center,Light,xz-,0.027805, 2 
9,Baseline,center,Light,xz-,0.049582, 2 
10,Displacement,center,Light,xz-,0.021853, 2 
10,Extrapolation,center,Light,xz-,0.026231, 2 
10,Spring,center,Light,xz-,0.031939, 2 
10,Baseline,center,Light,xz-,0.057197, 2 
1,Displacement,center,Medium,xz-,0.027882, 2 
1,Extrapolation,center,Medium,xz-,0.029359, 2 
1,Spring,center,Medium,xz-,0.036609, 2 
1,Baseline,center,Medium,xz-,0.066373, 2 
2,Displacement,center,Medium,xz-,0.031478, 2 
2,Extrapolation,center,Medium,xz-,0.030665, 2 
2,Spring,center,Medium,xz-,0.039384, 2 
2,Baseline,center,Medium,xz-,0.073493, 2 
3,Displacement,center,Medium,xz-,0.033576, 2 
3,Extrapolation,center,Medium,xz-,0.032583, 2 
3,Spring,center,Medium,xz-,0.043968, 2 
3,Baseline,center,Medium,xz-,0.079743, 2 
4,Displacement,center,Medium,xz-,0.039339, 2 
4,Extrapolation,center,Medium,xz-,0.033898, 2 
4,Spring,center,Medium,xz-,0.049649, 2 
4,Baseline,center,Medium,xz-,0.087704, 2 
5,Displacement,center,Medium,xz-,0.041577, 2 
5,Extrapolation,center,Medium,xz-,0.033569, 2 
5,Spring,center,Medium,xz-,0.051963, 2 
5,Baseline,center,Medium,xz-,0.093644, 2 
6,Displacement,center,Medium,xz-,0.045190, 2 
6,Extrapolation,center,Medium,xz-,0.036574, 2 
6,Spring,center,Medium,xz-,0.055863, 2 
6,Baseline,center,Medium,xz-,0.100518, 2 
7,Displacement,center,Medium,xz-,0.042905, 2 
7,Extrapolation,center,Medium,xz-,0.032531, 2 
7,Spring,center,Medium,xz-,0.053607, 2 
7,Baseline,center,Medium,xz-,0.102081, 2 
8,Displacement,center,Medium,xz-,0.047169, 2 
8,Extrapolation,center,Medium,xz-,0.040870, 2 
8,Spring,center,Medium,xz-,0.056009, 2 
8,Baseline,center,Medium,xz-,0.106883, 2 
9,Displacement,center,Medium,xz-,0.047527, 2 
9,Extrapolation,center,Medium,xz-,0.031968, 2 
9,Spring,center,Medium,xz-,0.061022, 2 
9,Baseline,center,Medium,xz-,0.113159, 2 
10,Displacement,center,Medium,xz-,0.049217, 2 
10,Extrapolation,center,Medium,xz-,0.033521, 2 
10,Spring,center,Medium,xz-,0.067432, 2 
10,Baseline,center,Medium,xz-,0.119660, 2 
1,Displacement,center,Strong,xz-,0.051722, 2 
1,Extrapolation,center,Strong,xz-,0.038628, 2 
1,Spring,center,Strong,xz-,0.070519, 2 
1,Baseline,center,Strong,xz-,0.124557, 2 
2,Displacement,center,Strong,xz-,0.056653, 2 
2,Extrapolation,center,Strong,xz-,0.034264, 2 
2,Spring,center,Strong,xz-,0.078259, 2 
2,Baseline,center,Strong,xz-,0.133590, 2 
3,Displacement,center,Strong,xz-,0.057255, 2 
3,Extrapolation,center,Strong,xz-,0.037422, 2 
3,Spring,center,Strong,xz-,0.083200, 2 
3,Baseline,center,Strong,xz-,0.139370, 2 
4,Displacement,center,Strong,xz-,0.059925, 2 
4,Extrapolation,center,Strong,xz-,0.035847, 2 
4,Spring,center,Strong,xz-,0.089191, 2 
4,Baseline,center,Strong,xz-,0.146874, 2 
5,Displacement,center,Strong,xz-,0.064129, 2 
5,Extrapolation,center,Strong,xz-,0.047541, 2 
5,Spring,center,Strong,xz-,0.092776, 2 
5,Baseline,center,Strong,xz-,0.151931, 2 
6,Displacement,center,Strong,xz-,0.058761, 2 
6,Extrapolation,center,Strong,xz-,0.032716, 2 
6,Spring,center,Strong,xz-,0.092738, 2 
6,Baseline,center,Strong,xz-,0.153856, 2 
7,Displacement,center,Strong,xz-,0.065514, 3 
7,Extrapolation,center,Strong,xz-,0.042991, 3 
7,Spring,center,Strong,xz-,0.088384, 3 
7,Baseline,center,Strong,xz-,0.136997, 3 
8,Displacement,center,Strong,xz-,0.069281, 3 
8,Extrapolation,center,Strong,xz-,0.045615, 3 
8,Spring,center,Strong,xz-,0.097154, 3 
8,Baseline,center,Strong,xz-,0.145854, 3 
9,Displacement,center,Strong,xz-,0.073118, 3 
9,Extrapolation,center,Strong,xz-,0.051071, 3 
9,Spring,center,Strong,xz-,0.101406, 3 
9,Baseline,center,Strong,xz-,0.152608, 3 
10,Displacement,center,Strong,xz-,0.072348, 3 
10,Extrapolation,center,Strong,xz-,0.047840, 3 
10,Spring,center,Strong,xz-,0.100496, 3 
10,Baseline,center,Strong,xz-,0.151216, 3 
2,Displacement,center,Light,y,0.004810, 2 
2,Extrapolation,center,Light,y,0.017134, 2 
2,Spring,center,Light,y,0.055686, 2 
2,Baseline,center,Light,y,0.004654, 2 
3,Displacement,center,Light,y,0.006774, 2 
3,Extrapolation,center,Light,y,0.015400, 2 
3,Spring,center,Light,y,0.050942, 2 
3,Baseline,center,Light,y,0.007232, 2 
4,Displacement,center,Light,y,0.004229, 2 
4,Extrapolation,center,Light,y,0.017965, 2 
4,Spring,center,Light,y,0.056757, 2 
4,Baseline,center,Light,y,0.003682, 2 
5,Displacement,center,Light,y,0.016715, 2 
5,Extrapolation,center,Light,y,0.020261, 2 
5,Spring,center,Light,y,0.060644, 2 
5,Baseline,center,Light,y,0.022286, 2 
6,Displacement,center,Light,y,0.029686, 2 
6,Extrapolation,center,Light,y,0.026813, 2 
6,Spring,center,Light,y,0.068165, 2 
6,Baseline,center,Light,y,0.040076, 2 
7,Displacement,center,Light,y,0.035126, 2 
7,Extrapolation,center,Light,y,0.032148, 2 
7,Spring,center,Light,y,0.077063, 2 
7,Baseline,center,Light,y,0.049237, 2 
8,Displacement,center,Light,y,0.044397, 2 
8,Extrapolation,center,Light,y,0.038107, 2 
8,Spring,center,Light,y,0.082352, 2 
8,Baseline,center,Light,y,0.061217, 2 
9,Displacement,center,Light,y,0.046700, 2 
9,Extrapolation,center,Light,y,0.037778, 2 
9,Spring,center,Light,y,0.086311, 2 
9,Baseline,center,Light,y,0.065523, 2 
10,Displacement,center,Light,y,0.055847, 2 
10,Extrapolation,center,Light,y,0.044191, 2 
10,Spring,center,Light,y,0.096756, 2 
10,Baseline,center,Light,y,0.077376, 2 
1,Displacement,center,Medium,y,0.060105, 2 
1,Extrapolation,center,Medium,y,0.046444, 2 
1,Spring,center,Medium,y,0.101120, 2 
1,Baseline,center,Medium,y,0.083533, 2 
2,Displacement,center,Medium,y,0.066218, 2 
2,Extrapolation,center,Medium,y,0.050057, 2 
2,Spring,center,Medium,y,0.107583, 2 
2,Baseline,center,Medium,y,0.091908, 2 
3,Displacement,center,Medium,y,0.068121, 2 
3,Extrapolation,center,Medium,y,0.051577, 2 
3,Spring,center,Medium,y,0.111545, 2 
3,Baseline,center,Medium,y,0.096024, 2 
4,Displacement,center,Medium,y,0.073575, 2 
4,Extrapolation,center,Medium,y,0.054786, 2 
4,Spring,center,Medium,y,0.116326, 2 
4,Baseline,center,Medium,y,0.104308, 2 
5,Displacement,center,Medium,y,0.075648, 2 
5,Extrapolation,center,Medium,y,0.055374, 2 
5,Spring,center,Medium,y,0.123328, 2 
5,Baseline,center,Medium,y,0.109644, 2 
6,Displacement,center,Medium,y,0.077103, 2 
6,Extrapolation,center,Medium,y,0.052122, 2 
6,Spring,center,Medium,y,0.121452, 2 
6,Baseline,center,Medium,y,0.114498, 2 
7,Displacement,center,Medium,y,0.077257, 2 
7,Extrapolation,center,Medium,y,0.050752, 2 
7,Spring,center,Medium,y,0.120120, 2 
7,Baseline,center,Medium,y,0.116996, 2 
8,Displacement,center,Medium,y,0.082653, 2 
8,Extrapolation,center,Medium,y,0.054680, 2 
8,Spring,center,Medium,y,0.128274, 2 
8,Baseline,center,Medium,y,0.124881, 2 
9,Displacement,center,Medium,y,0.087813, 2 
9,Extrapolation,center,Medium,y,0.057704, 2 
9,Spring,center,Medium,y,0.132523, 2 
9,Baseline,center,Medium,y,0.132174, 2 
10,Displacement,center,Medium,y,0.085412, 2 
10,Extrapolation,center,Medium,y,0.054527, 2 
10,Spring,center,Medium,y,0.130537, 2 
10,Baseline,center,Medium,y,0.131774, 2 
1,Displacement,center,Strong,y,0.091547, 2 
1,Extrapolation,center,Strong,y,0.060777, 2 
1,Spring,center,Strong,y,0.137180, 2 
1,Baseline,center,Strong,y,0.139394, 2 
2,Displacement,center,Strong,y,0.093305, 2 
2,Extrapolation,center,Strong,y,0.060910, 2 
2,Spring,center,Strong,y,0.140005, 2 
2,Baseline,center,Strong,y,0.142713, 2 
3,Displacement,center,Strong,y,0.094900, 2 
3,Extrapolation,center,Strong,y,0.062096, 2 
3,Spring,center,Strong,y,0.146130, 2 
3,Baseline,center,Strong,y,0.145972, 2 
4,Displacement,center,Strong,y,0.089383, 2 
4,Extrapolation,center,Strong,y,0.052815, 2 
4,Spring,center,Strong,y,0.133928, 2 
4,Baseline,center,Strong,y,0.142051, 2 
5,Displacement,center,Strong,y,0.097931, 2 
5,Extrapolation,center,Strong,y,0.057775, 2 
5,Spring,center,Strong,y,0.137773, 2 
5,Baseline,center,Strong,y,0.151927, 2 
6,Displacement,center,Strong,y,0.100207, 2 
6,Extrapolation,center,Strong,y,0.059355, 2 
6,Spring,center,Strong,y,0.140037, 2 
6,Baseline,center,Strong,y,0.155699, 2 
7,Displacement,center,Strong,y,0.107312, 2 
7,Extrapolation,center,Strong,y,0.065911, 2 
7,Spring,center,Strong,y,0.148528, 2 
7,Baseline,center,Strong,y,0.163311, 2 
8,Displacement,center,Strong,y,0.117087, 2 
8,Extrapolation,center,Strong,y,0.073853, 2 
8,Spring,center,Strong,y,0.157361, 2 
8,Baseline,center,Strong,y,0.173888, 2 
9,Displacement,center,Strong,y,0.113073, 2 
9,Extrapolation,center,Strong,y,0.068799, 2 
9,Spring,center,Strong,y,0.153539, 2 
9,Baseline,center,Strong,y,0.170976, 2 
10,Displacement,center,Strong,y,0.121053, 2 
10,Extrapolation,center,Strong,y,0.077418, 2 
10,Spring,center,Strong,y,0.160325, 2 
10,Baseline,center,Strong,y,0.178143, 2 
2,Displacement,center,Light,yz+,0.009035, 2 
2,Extrapolation,center,Light,yz+,0.010104, 2 
2,Spring,center,Light,yz+,0.049548, 2 
2,Baseline,center,Light,yz+,0.007448, 2 
3,Displacement,center,Light,yz+,0.013693, 2 
3,Extrapolation,center,Light,yz+,0.012574, 2 
3,Spring,center,Light,yz+,0.052954, 2 
3,Baseline,center,Light,yz+,0.010811, 2 
4,Displacement,center,Light,yz+,0.019860, 2 
4,Extrapolation,center,Light,yz+,0.018755, 2 
4,Spring,center,Light,yz+,0.057675, 2 
4,Baseline,center,Light,yz+,0.018940, 2 
5,Displacement,center,Light,yz+,0.029213, 2 
5,Extrapolation,center,Light,yz+,0.026941, 2 
5,Spring,center,Light,yz+,0.066188, 2 
5,Baseline,center,Light,yz+,0.035717, 2 
6,Displacement,center,Light,yz+,0.038816, 2 
6,Extrapolation,center,Light,yz+,0.046619, 2 
6,Spring,center,Light,yz+,0.073726, 2 
6,Baseline,center,Light,yz+,0.049671, 2 
7,Displacement,center,Light,yz+,0.046479, 2 
7,Extrapolation,center,Light,yz+,0.043739, 2 
7,Spring,center,Light,yz+,0.080784, 2 
7,Baseline,center,Light,yz+,0.061881, 2 
8,Displacement,center,Light,yz+,0.040716, 2 
8,Extrapolation,center,Light,yz+,0.039410, 2 
8,Spring,center,Light,yz+,0.079136, 2 
8,Baseline,center,Light,yz+,0.062180, 2 
9,Displacement,center,Light,yz+,0.042495, 2 
9,Extrapolation,center,Light,yz+,0.042160, 2 
9,Spring,center,Light,yz+,0.080507, 2 
9,Baseline,center,Light,yz+,0.068252, 2 
10,Displacement,center,Light,yz+,0.049969, 2 
10,Extrapolation,center,Light,yz+,0.049800, 2 
10,Spring,center,Light,yz+,0.084281, 2 
10,Baseline,center,Light,yz+,0.078828, 2 
1,Displacement,center,Medium,yz+,0.051636, 2 
1,Extrapolation,center,Medium,yz+,0.052869, 2 
1,Spring,center,Medium,yz+,0.084616, 2 
1,Baseline,center,Medium,yz+,0.084447, 2 
2,Displacement,center,Medium,yz+,0.053742, 2 
2,Extrapolation,center,Medium,yz+,0.056711, 2 
2,Spring,center,Medium,yz+,0.086201, 2 
2,Baseline,center,Medium,yz+,0.090901, 2 
3,Displacement,center,Medium,yz+,0.056564, 2 
3,Extrapolation,center,Medium,yz+,0.055803, 2 
3,Spring,center,Medium,yz+,0.088694, 2 
3,Baseline,center,Medium,yz+,0.097390, 2 
4,Displacement,center,Medium,yz+,0.054458, 2 
4,Extrapolation,center,Medium,yz+,0.051660, 2 
4,Spring,center,Medium,yz+,0.088818, 2 
4,Baseline,center,Medium,yz+,0.100738, 2 
5,Displacement,center,Medium,yz+,0.058354, 2 
5,Extrapolation,center,Medium,yz+,0.054489, 2 
5,Spring,center,Medium,yz+,0.092578, 2 
5,Baseline,center,Medium,yz+,0.108168, 2 
6,Displacement,center,Medium,yz+,0.059365, 2 
6,Extrapolation,center,Medium,yz+,0.056199, 2 
6,Spring,center,Medium,yz+,0.094209, 2 
6,Baseline,center,Medium,yz+,0.114054, 2 
7,Displacement,center,Medium,yz+,0.066834, 2 
7,Extrapolation,center,Medium,yz+,0.063858, 2 
7,Spring,center,Medium,yz+,0.100206, 2 
7,Baseline,center,Medium,yz+,0.124695, 2 
8,Displacement,center,Medium,yz+,0.070634, 2 
8,Extrapolation,center,Medium,yz+,0.066677, 2 
8,Spring,center,Medium,yz+,0.102937, 2 
8,Baseline,center,Medium,yz+,0.132145, 2 
9,Displacement,center,Medium,yz+,0.070510, 2 
9,Extrapolation,center,Medium,yz+,0.064970, 2 
9,Spring,center,Medium,yz+,0.103335, 2 
9,Baseline,center,Medium,yz+,0.136458, 2 
10,Displacement,center,Medium,yz+,0.083800, 2 
10,Extrapolation,center,Medium,yz+,0.073829, 2 
10,Spring,center,Medium,yz+,0.113991, 2 
10,Baseline,center,Medium,yz+,0.151322, 2 
1,Displacement,center,Strong,yz+,0.093527, 2 
1,Extrapolation,center,Strong,yz+,0.083667, 2 
1,Spring,center,Strong,yz+,0.122910, 2 
1,Baseline,center,Strong,yz+,0.163937, 2 
2,Displacement,center,Strong,yz+,0.093640, 2 
2,Extrapolation,center,Strong,yz+,0.081872, 2 
2,Spring,center,Strong,yz+,0.124043, 2 
2,Baseline,center,Strong,yz+,0.169862, 2 
3,Displacement,center,Strong,yz+,0.099142, 2 
3,Extrapolation,center,Strong,yz+,0.085116, 2 
3,Spring,center,Strong,yz+,0.129438, 2 
3,Baseline,center,Strong,yz+,0.179576, 2 
4,Displacement,center,Strong,yz+,0.107132, 2 
4,Extrapolation,center,Strong,yz+,0.090471, 2 
4,Spring,center,Strong,yz+,0.137657, 2 
4,Baseline,center,Strong,yz+,0.191187, 2 
5,Displacement,center,Strong,yz+,0.117583, 2 
5,Extrapolation,center,Strong,yz+,0.098989, 2 
5,Spring,center,Strong,yz+,0.147885, 2 
5,Baseline,center,Strong,yz+,0.204933, 2 
6,Displacement,center,Strong,yz+,0.118419, 2 
6,Extrapolation,center,Strong,yz+,0.096847, 2 
6,Spring,center,Strong,yz+,0.149434, 2 
6,Baseline,center,Strong,yz+,0.210276, 2 
7,Displacement,center,Strong,yz+,0.124021, 2 
7,Extrapolation,center,Strong,yz+,0.099216, 2 
7,Spring,center,Strong,yz+,0.154586, 2 
7,Baseline,center,Strong,yz+,0.218854, 2 
8,Displacement,center,Strong,yz+,0.128436, 2 
8,Extrapolation,center,Strong,yz+,0.099148, 2 
8,Spring,center,Strong,yz+,0.159348, 2 
8,Baseline,center,Strong,yz+,0.226642, 2 
9,Displacement,center,Strong,yz+,0.137435, 2 
9,Extrapolation,center,Strong,yz+,0.106637, 2 
9,Spring,center,Strong,yz+,0.168385, 2 
9,Baseline,center,Strong,yz+,0.238289, 2 
10,Displacement,center,Strong,yz+,0.143234, 2 
10,Extrapolation,center,Strong,yz+,0.107281, 2 
10,Spring,center,Strong,yz+,0.172824, 2 
10,Baseline,center,Strong,yz+,0.246836, 2 
2,Displacement,center,Light,yz-,0.012138, 2 
2,Extrapolation,center,Light,yz-,0.013695, 2 
2,Spring,center,Light,yz-,0.030906, 2 
2,Baseline,center,Light,yz-,0.011340, 2 
3,Displacement,center,Light,yz-,0.024267, 2 
3,Extrapolation,center,Light,yz-,0.017289, 2 
3,Spring,center,Light,yz-,0.020590, 2 
3,Baseline,center,Light,yz-,0.022142, 2 
4,Displacement,center,Light,yz-,0.032120, 2 
4,Extrapolation,center,Light,yz-,0.024052, 2 
4,Spring,center,Light,yz-,0.014396, 2 
4,Baseline,center,Light,yz-,0.031264, 2 
5,Displacement,center,Light,yz-,0.035979, 2 
5,Extrapolation,center,Light,yz-,0.022452, 2 
5,Spring,center,Light,yz-,0.013942, 2 
5,Baseline,center,Light,yz-,0.042114, 2 
6,Displacement,center,Light,yz-,0.037181, 2 
6,Extrapolation,center,Light,yz-,0.022975, 2 
6,Spring,center,Light,yz-,0.019520, 2 
6,Baseline,center,Light,yz-,0.049528, 2 
7,Displacement,center,Light,yz-,0.045769, 2 
7,Extrapolation,center,Light,yz-,0.028886, 2 
7,Spring,center,Light,yz-,0.031839, 2 
7,Baseline,center,Light,yz-,0.064804, 2 
8,Displacement,center,Light,yz-,0.054252, 2 
8,Extrapolation,center,Light,yz-,0.034591, 2 
8,Spring,center,Light,yz-,0.043075, 2 
8,Baseline,center,Light,yz-,0.078257, 2 
9,Displacement,center,Light,yz-,0.061915, 2 
9,Extrapolation,center,Light,yz-,0.039206, 2 
9,Spring,center,Light,yz-,0.053687, 2 
9,Baseline,center,Light,yz-,0.091145, 2 
10,Displacement,center,Light,yz-,0.069609, 2 
10,Extrapolation,center,Light,yz-,0.042578, 2 
10,Spring,center,Light,yz-,0.062461, 2 
10,Baseline,center,Light,yz-,0.101932, 2 
1,Displacement,center,Medium,yz-,0.071385, 2 
1,Extrapolation,center,Medium,yz-,0.045043, 2 
1,Spring,center,Medium,yz-,0.067164, 2 
1,Baseline,center,Medium,yz-,0.108090, 2 
2,Displacement,center,Medium,yz-,0.072246, 2 
2,Extrapolation,center,Medium,yz-,0.045564, 2 
2,Spring,center,Medium,yz-,0.072932, 2 
2,Baseline,center,Medium,yz-,0.115250, 2 
3,Displacement,center,Medium,yz-,0.075384, 2 
3,Extrapolation,center,Medium,yz-,0.044991, 2 
3,Spring,center,Medium,yz-,0.080664, 2 
3,Baseline,center,Medium,yz-,0.124362, 2 
4,Displacement,center,Medium,yz-,0.082908, 2 
4,Extrapolation,center,Medium,yz-,0.050610, 2 
4,Spring,center,Medium,yz-,0.091767, 2 
4,Baseline,center,Medium,yz-,0.136131, 2 
5,Displacement,center,Medium,yz-,0.083864, 2 
5,Extrapolation,center,Medium,yz-,0.051221, 2 
5,Spring,center,Medium,yz-,0.096322, 2 
5,Baseline,center,Medium,yz-,0.141584, 2 
6,Displacement,center,Medium,yz-,0.082629, 2 
6,Extrapolation,center,Medium,yz-,0.049521, 2 
6,Spring,center,Medium,yz-,0.101040, 2 
6,Baseline,center,Medium,yz-,0.146687, 2 
7,Displacement,center,Medium,yz-,0.084194, 2 
7,Extrapolation,center,Medium,yz-,0.049905, 2 
7,Spring,center,Medium,yz-,0.107017, 2 
7,Baseline,center,Medium,yz-,0.153476, 2 
8,Displacement,center,Medium,yz-,0.088823, 2 
8,Extrapolation,center,Medium,yz-,0.054801, 2 
8,Spring,center,Medium,yz-,0.114467, 2 
8,Baseline,center,Medium,yz-,0.162183, 2 
9,Displacement,center,Medium,yz-,0.091673, 2 
9,Extrapolation,center,Medium,yz-,0.056149, 2 
9,Spring,center,Medium,yz-,0.119745, 2 
9,Baseline,center,Medium,yz-,0.169510, 2 
10,Displacement,center,Medium,yz-,0.091359, 2 
10,Extrapolation,center,Medium,yz-,0.054658, 2 
10,Spring,center,Medium,yz-,0.122481, 2 
10,Baseline,center,Medium,yz-,0.175278, 2 
1,Displacement,center,Strong,yz-,0.093384, 2 
1,Extrapolation,center,Strong,yz-,0.056550, 2 
1,Spring,center,Strong,yz-,0.126085, 2 
1,Baseline,center,Strong,yz-,0.182524, 2 
2,Displacement,center,Strong,yz-,0.096652, 2 
2,Extrapolation,center,Strong,yz-,0.060214, 2 
2,Spring,center,Strong,yz-,0.129595, 2 
2,Baseline,center,Strong,yz-,0.190067, 2 
3,Displacement,center,Strong,yz-,0.099860, 2 
3,Extrapolation,center,Strong,yz-,0.062592, 2 
3,Spring,center,Strong,yz-,0.133016, 2 
3,Baseline,center,Strong,yz-,0.198270, 2 
4,Displacement,center,Strong,yz-,0.101018, 2 
4,Extrapolation,center,Strong,yz-,0.067157, 2 
4,Spring,center,Strong,yz-,0.135426, 2 
4,Baseline,center,Strong,yz-,0.205032, 2 
5,Displacement,center,Strong,yz-,0.098685, 2 
5,Extrapolation,center,Strong,yz-,0.060021, 2 
5,Spring,center,Strong,yz-,0.133500, 2 
5,Baseline,center,Strong,yz-,0.208091, 2 
6,Displacement,center,Strong,yz-,0.101285, 2 
6,Extrapolation,center,Strong,yz-,0.062260, 2 
6,Spring,center,Strong,yz-,0.135112, 2 
6,Baseline,center,Strong,yz-,0.214819, 2 
7,Displacement,center,Strong,yz-,0.106190, 2 
7,Extrapolation,center,Strong,yz-,0.060579, 2 
7,Spring,center,Strong,yz-,0.140626, 2 
7,Baseline,center,Strong,yz-,0.227221, 2 
8,Displacement,center,Strong,yz-,0.109648, 2 
8,Extrapolation,center,Strong,yz-,0.062449, 2 
8,Spring,center,Strong,yz-,0.142243, 2 
8,Baseline,center,Strong,yz-,0.234301, 2 
9,Displacement,center,Strong,yz-,0.111398, 2 
9,Extrapolation,center,Strong,yz-,0.063529, 2 
9,Spring,center,Strong,yz-,0.142651, 2 
9,Baseline,center,Strong,yz-,0.239746, 2 
10,Displacement,center,Strong,yz-,0.112549, 2 
10,Extrapolation,center,Strong,yz-,0.064594, 2 
10,Spring,center,Strong,yz-,0.143303, 2 
10,Baseline,center,Strong,yz-,0.245423, 2 
2,Displacement,center,Light,z+,0.012566, 2 
2,Extrapolation,center,Light,z+,0.027529, 2 
2,Spring,center,Light,z+,0.064941, 2 
2,Baseline,center,Light,z+,0.012203, 2 
3,Displacement,center,Light,z+,0.020441, 2 
3,Extrapolation,center,Light,z+,0.035832, 2 
3,Spring,center,Light,z+,0.073868, 2 
3,Baseline,center,Light,z+,0.020844, 2 
4,Displacement,center,Light,z+,0.030155, 2 
4,Extrapolation,center,Light,z+,0.045149, 2 
4,Spring,center,Light,z+,0.083341, 2 
4,Baseline,center,Light,z+,0.031128, 2 
5,Displacement,center,Light,z+,0.029389, 2 
5,Extrapolation,center,Light,z+,0.038712, 2 
5,Spring,center,Light,z+,0.091689, 2 
5,Baseline,center,Light,z+,0.041066, 2 
6,Displacement,center,Light,z+,0.028197, 2 
6,Extrapolation,center,Light,z+,0.032857, 2 
6,Spring,center,Light,z+,0.096181, 2 
6,Baseline,center,Light,z+,0.050494, 2 
7,Displacement,center,Light,z+,0.028434, 2 
7,Extrapolation,center,Light,z+,0.029754, 2 
7,Spring,center,Light,z+,0.099886, 2 
7,Baseline,center,Light,z+,0.060293, 2 
8,Displacement,center,Light,z+,0.030877, 2 
8,Extrapolation,center,Light,z+,0.028070, 2 
8,Spring,center,Light,z+,0.102407, 2 
8,Baseline,center,Light,z+,0.070247, 2 
9,Displacement,center,Light,z+,0.029819, 2 
9,Extrapolation,center,Light,z+,0.023219, 2 
9,Spring,center,Light,z+,0.103232, 2 
9,Baseline,center,Light,z+,0.080171, 2 
10,Displacement,center,Light,z+,0.030292, 2 
10,Extrapolation,center,Light,z+,0.020871, 2 
10,Spring,center,Light,z+,0.102693, 2 
10,Baseline,center,Light,z+,0.090346, 2 
1,Displacement,center,Medium,z+,0.030752, 2 
1,Extrapolation,center,Medium,z+,0.016965, 2 
1,Spring,center,Medium,z+,0.102285, 2 
1,Baseline,center,Medium,z+,0.100174, 2 
2,Displacement,center,Medium,z+,0.032808, 2 
2,Extrapolation,center,Medium,z+,0.017168, 2 
2,Spring,center,Medium,z+,0.102863, 2 
2,Baseline,center,Medium,z+,0.110414, 2 
